Données 2021;Personnes scolarisées;% de la population scolarisée;Moyenne des villes;code_insee;Ville;type
Aucun diplôme;2 056;8,6 %;20,2 %;94052;nogent-sur-marne;Non scolarisés
Brevet des collèges;1 002;4,2 %;5,5 %;94052;nogent-sur-marne;Non scolarisés
CAP / BEP;2 528;10,5 %;29,3 %;94052;nogent-sur-marne;Non scolarisés
Baccalauréat / brevet professionnel;3 481;14,5 %;18,8 %;94052;nogent-sur-marne;Non scolarisés
De Bac +2 à Bac +4;6 781;28,2 %;19,8 %;94052;nogent-sur-marne;Non scolarisés
Bac +5 et plus;8 166;34,0 %;6,5 %;94052;nogent-sur-marne;Non scolarisés
2 - 5 ans;1 302;18,7 %;15,6 %;94054;orly;Scolarisés
6 - 10 ans;1 885;27,1 %;29,2 %;94054;orly;Scolarisés
11 - 14 ans;1 358;19,5 %;24,9 %;94054;orly;Scolarisés
15 - 17 ans;904;13,0 %;18,4 %;94054;orly;Scolarisés
18 - 24 ans;1 168;16,8 %;9,1 %;94054;orly;Scolarisés
25 - 29 ans;162;2,3 %;0,7 %;94054;orly;Scolarisés
30 ans et plus;181;2,6 %;2,2 %;94054;orly;Scolarisés
Aucun diplôme;4 612;28,3 %;20,2 %;94054;orly;Non scolarisés
Brevet des collèges;977;6,0 %;5,5 %;94054;orly;Non scolarisés
CAP / BEP;3 196;19,6 %;29,3 %;94054;orly;Non scolarisés
Baccalauréat / brevet professionnel;2 986;18,3 %;18,8 %;94054;orly;Non scolarisés
De Bac +2 à Bac +4;3 036;18,6 %;19,8 %;94054;orly;Non scolarisés
Bac +5 et plus;1 483;9,1 %;6,5 %;94054;orly;Non scolarisés
2 - 5 ans;1 250;15,5 %;15,6 %;94058;le-perreux-sur-marne;Scolarisés
6 - 10 ans;1 953;24,3 %;29,2 %;94058;le-perreux-sur-marne;Scolarisés
11 - 14 ans;1 542;19,2 %;24,9 %;94058;le-perreux-sur-marne;Scolarisés
15 - 17 ans;1 141;14,2 %;18,4 %;94058;le-perreux-sur-marne;Scolarisés
18 - 24 ans;1 657;20,6 %;9,1 %;94058;le-perreux-sur-marne;Scolarisés
25 - 29 ans;210;2,6 %;0,7 %;94058;le-perreux-sur-marne;Scolarisés
30 ans et plus;293;3,6 %;2,2 %;94058;le-perreux-sur-marne;Scolarisés
Aucun diplôme;2 924;11,8 %;20,2 %;94058;le-perreux-sur-marne;Non scolarisés
Brevet des collèges;1 105;4,5 %;5,5 %;94058;le-perreux-sur-marne;Non scolarisés
CAP / BEP;3 087;12,5 %;29,3 %;94058;le-perreux-sur-marne;Non scolarisés
Baccalauréat / brevet professionnel;4 013;16,3 %;18,8 %;94058;le-perreux-sur-marne;Non scolarisés
De Bac +2 à Bac +4;6 901;28,0 %;19,8 %;94058;le-perreux-sur-marne;Non scolarisés
Bac +5 et plus;6 659;27,0 %;6,5 %;94058;le-perreux-sur-marne;Non scolarisés
2 - 5 ans;876;17,6 %;15,6 %;94059;le-plessis-trevise;Scolarisés
6 - 10 ans;1 358;27,2 %;29,2 %;94059;le-plessis-trevise;Scolarisés
11 - 14 ans;933;18,7 %;24,9 %;94059;le-plessis-trevise;Scolarisés
15 - 17 ans;687;13,8 %;18,4 %;94059;le-plessis-trevise;Scolarisés
18 - 24 ans;935;18,7 %;9,1 %;94059;le-plessis-trevise;Scolarisés
25 - 29 ans;87;1,7 %;0,7 %;94059;le-plessis-trevise;Scolarisés
30 ans et plus;114;2,3 %;2,2 %;94059;le-plessis-trevise;Scolarisés
Aucun diplôme;2 434;17,2 %;20,2 %;94059;le-plessis-trevise;Non scolarisés
Brevet des collèges;813;5,7 %;5,5 %;94059;le-plessis-trevise;Non scolarisés
CAP / BEP;2 898;20,5 %;29,3 %;94059;le-plessis-trevise;Non scolarisés
Baccalauréat / brevet professionnel;3 032;21,4 %;18,8 %;94059;le-plessis-trevise;Non scolarisés
De Bac +2 à Bac +4;3 390;23,9 %;19,8 %;94059;le-plessis-trevise;Non scolarisés
Bac +5 et plus;1 604;11,3 %;6,5 %;94059;le-plessis-trevise;Non scolarisés
2 - 5 ans;694;14,1 %;15,6 %;94067;saint-mande;Scolarisés
6 - 10 ans;1 162;23,5 %;29,2 %;94067;saint-mande;Scolarisés
11 - 14 ans;878;17,8 %;24,9 %;94067;saint-mande;Scolarisés
15 - 17 ans;552;11,2 %;18,4 %;94067;saint-mande;Scolarisés
18 - 24 ans;1 167;23,6 %;9,1 %;94067;saint-mande;Scolarisés
25 - 29 ans;243;4,9 %;0,7 %;94067;saint-mande;Scolarisés
30 ans et plus;243;4,9 %;2,2 %;94067;saint-mande;Scolarisés
Aucun diplôme;1 533;10,0 %;20,2 %;94067;saint-mande;Non scolarisés
Brevet des collèges;633;4,1 %;5,5 %;94067;saint-mande;Non scolarisés
CAP / BEP;1 187;7,7 %;29,3 %;94067;saint-mande;Non scolarisés
Baccalauréat / brevet professionnel;2 074;13,5 %;18,8 %;94067;saint-mande;Non scolarisés
De Bac +2 à Bac +4;4 021;26,1 %;19,8 %;94067;saint-mande;Non scolarisés
Bac +5 et plus;5 950;38,6 %;6,5 %;94067;saint-mande;Non scolarisés
2 - 5 ans;2 224;12,4 %;15,6 %;94068;saint-maur-des-fosses;Scolarisés
6 - 10 ans;4 060;22,7 %;29,2 %;94068;saint-maur-des-fosses;Scolarisés
11 - 14 ans;3 541;19,8 %;24,9 %;94068;saint-maur-des-fosses;Scolarisés
15 - 17 ans;2 682;15,0 %;18,4 %;94068;saint-maur-des-fosses;Scolarisés
18 - 24 ans;4 197;23,5 %;9,1 %;94068;saint-maur-des-fosses;Scolarisés
25 - 29 ans;498;2,8 %;0,7 %;94068;saint-maur-des-fosses;Scolarisés
30 ans et plus;664;3,7 %;2,2 %;94068;saint-maur-des-fosses;Scolarisés
Aucun diplôme;6 739;12,2 %;20,2 %;94068;saint-maur-des-fosses;Non scolarisés
Brevet des collèges;2 700;4,9 %;5,5 %;94068;saint-maur-des-fosses;Non scolarisés
CAP / BEP;6 635;12,0 %;29,3 %;94068;saint-maur-des-fosses;Non scolarisés
Baccalauréat / brevet professionnel;8 338;15,1 %;18,8 %;94068;saint-maur-des-fosses;Non scolarisés
De Bac +2 à Bac +4;15 241;27,6 %;19,8 %;94068;saint-maur-des-fosses;Non scolarisés
Bac +5 et plus;15 590;28,2 %;6,5 %;94068;saint-maur-des-fosses;Non scolarisés
2 - 5 ans;864;12,5 %;15,6 %;94071;sucy-en-brie;Scolarisés
6 - 10 ans;1 703;24,7 %;29,2 %;94071;sucy-en-brie;Scolarisés
11 - 14 ans;1 404;20,3 %;24,9 %;94071;sucy-en-brie;Scolarisés
15 - 17 ans;1 136;16,4 %;18,4 %;94071;sucy-en-brie;Scolarisés
18 - 24 ans;1 459;21,1 %;9,1 %;94071;sucy-en-brie;Scolarisés
25 - 29 ans;102;1,5 %;0,7 %;94071;sucy-en-brie;Scolarisés
30 ans et plus;239;3,5 %;2,2 %;94071;sucy-en-brie;Scolarisés
Aucun diplôme;2 983;15,2 %;20,2 %;94071;sucy-en-brie;Non scolarisés
Brevet des collèges;1 037;5,3 %;5,5 %;94071;sucy-en-brie;Non scolarisés
CAP / BEP;3 452;17,6 %;29,3 %;94071;sucy-en-brie;Non scolarisés
Baccalauréat / brevet professionnel;3 689;18,8 %;18,8 %;94071;sucy-en-brie;Non scolarisés
De Bac +2 à Bac +4;5 106;26,0 %;19,8 %;94071;sucy-en-brie;Non scolarisés
Bac +5 et plus;3 337;17,0 %;6,5 %;94071;sucy-en-brie;Non scolarisés
2 - 5 ans;1 085;14,7 %;15,6 %;94073;thiais;Scolarisés
6 - 10 ans;1 850;25,1 %;29,2 %;94073;thiais;Scolarisés
11 - 14 ans;1 442;19,5 %;24,9 %;94073;thiais;Scolarisés
15 - 17 ans;1 010;13,7 %;18,4 %;94073;thiais;Scolarisés
18 - 24 ans;1 489;20,2 %;9,1 %;94073;thiais;Scolarisés
25 - 29 ans;237;3,2 %;0,7 %;94073;thiais;Scolarisés
30 ans et plus;266;3,6 %;2,2 %;94073;thiais;Scolarisés
Aucun diplôme;4 319;19,4 %;20,2 %;94073;thiais;Non scolarisés
Brevet des collèges;1 122;5,0 %;5,5 %;94073;thiais;Non scolarisés
CAP / BEP;3 920;17,6 %;29,3 %;94073;thiais;Non scolarisés
Baccalauréat / brevet professionnel;4 028;18,1 %;18,8 %;94073;thiais;Non scolarisés
De Bac +2 à Bac +4;5 436;24,4 %;19,8 %;94073;thiais;Non scolarisés
Bac +5 et plus;3 481;15,6 %;6,5 %;94073;thiais;Non scolarisés
2 - 5 ans;2 002;12,6 %;15,6 %;94076;villejuif;Scolarisés
6 - 10 ans;3 177;19,9 %;29,2 %;94076;villejuif;Scolarisés
11 - 14 ans;2 594;16,3 %;24,9 %;94076;villejuif;Scolarisés
15 - 17 ans;1 757;11,0 %;18,4 %;94076;villejuif;Scolarisés
18 - 24 ans;4 816;30,2 %;9,1 %;94076;villejuif;Scolarisés
25 - 29 ans;849;5,3 %;0,7 %;94076;villejuif;Scolarisés
30 ans et plus;749;4,7 %;2,2 %;94076;villejuif;Scolarisés
Aucun diplôme;8 395;21,3 %;20,2 %;94076;villejuif;Non scolarisés
Brevet des collèges;1 940;4,9 %;5,5 %;94076;villejuif;Non scolarisés
CAP / BEP;6 406;16,3 %;29,3 %;94076;villejuif;Non scolarisés
Baccalauréat / brevet professionnel;6 455;16,4 %;18,8 %;94076;villejuif;Non scolarisés
De Bac +2 à Bac +4;8 407;21,4 %;19,8 %;94076;villejuif;Non scolarisés
Bac +5 et plus;7 769;19,7 %;6,5 %;94076;villejuif;Non scolarisés
2 - 5 ans;824;14,8 %;15,6 %;94077;villeneuve-le-roi;Scolarisés
6 - 10 ans;1 420;25,4 %;29,2 %;94077;villeneuve-le-roi;Scolarisés
11 - 14 ans;1 279;22,9 %;24,9 %;94077;villeneuve-le-roi;Scolarisés
15 - 17 ans;759;13,6 %;18,4 %;94077;villeneuve-le-roi;Scolarisés
18 - 24 ans;1 035;18,5 %;9,1 %;94077;villeneuve-le-roi;Scolarisés
25 - 29 ans;132;2,4 %;0,7 %;94077;villeneuve-le-roi;Scolarisés
30 ans et plus;131;2,3 %;2,2 %;94077;villeneuve-le-roi;Scolarisés
Aucun diplôme;3 731;25,5 %;20,2 %;94077;villeneuve-le-roi;Non scolarisés
Brevet des collèges;1 013;6,9 %;5,5 %;94077;villeneuve-le-roi;Non scolarisés
CAP / BEP;2 952;20,2 %;29,3 %;94077;villeneuve-le-roi;Non scolarisés
Baccalauréat / brevet professionnel;2 717;18,6 %;18,8 %;94077;villeneuve-le-roi;Non scolarisés
De Bac +2 à Bac +4;2 925;20,0 %;19,8 %;94077;villeneuve-le-roi;Non scolarisés
Bac +5 et plus;1 304;8,9 %;6,5 %;94077;villeneuve-le-roi;Non scolarisés
2 - 5 ans;1 770;16,8 %;15,6 %;94078;villeneuve-saint-georges;Scolarisés
6 - 10 ans;2 660;25,2 %;29,2 %;94078;villeneuve-saint-georges;Scolarisés
11 - 14 ans;2 063;19,6 %;24,9 %;94078;villeneuve-saint-georges;Scolarisés
15 - 17 ans;1 477;14,0 %;18,4 %;94078;villeneuve-saint-georges;Scolarisés
18 - 24 ans;1 859;17,6 %;9,1 %;94078;villeneuve-saint-georges;Scolarisés
25 - 29 ans;367;3,5 %;0,7 %;94078;villeneuve-saint-georges;Scolarisés
30 ans et plus;342;3,2 %;2,2 %;94078;villeneuve-saint-georges;Scolarisés
Aucun diplôme;7 270;31,6 %;20,2 %;94078;villeneuve-saint-georges;Non scolarisés
Brevet des collèges;1 499;6,5 %;5,5 %;94078;villeneuve-saint-georges;Non scolarisés
CAP / BEP;4 495;19,6 %;29,3 %;94078;villeneuve-saint-georges;Non scolarisés
Baccalauréat / brevet professionnel;4 557;19,8 %;18,8 %;94078;villeneuve-saint-georges;Non scolarisés
De Bac +2 à Bac +4;3 610;15,7 %;19,8 %;94078;villeneuve-saint-georges;Non scolarisés
Bac +5 et plus;1 558;6,8 %;6,5 %;94078;villeneuve-saint-georges;Non scolarisés
2 - 5 ans;1 096;14,6 %;15,6 %;94079;villiers-sur-marne;Scolarisés
6 - 10 ans;1 764;23,5 %;29,2 %;94079;villiers-sur-marne;Scolarisés
11 - 14 ans;1 297;17,2 %;24,9 %;94079;villiers-sur-marne;Scolarisés
15 - 17 ans;1 180;15,7 %;18,4 %;94079;villiers-sur-marne;Scolarisés
18 - 24 ans;1 675;22,3 %;9,1 %;94079;villiers-sur-marne;Scolarisés
25 - 29 ans;323;4,3 %;0,7 %;94079;villiers-sur-marne;Scolarisés
30 ans et plus;187;2,5 %;2,2 %;94079;villiers-sur-marne;Scolarisés
Aucun diplôme;4 217;19,4 %;20,2 %;94079;villiers-sur-marne;Non scolarisés
Brevet des collèges;948;4,4 %;5,5 %;94079;villiers-sur-marne;Non scolarisés
CAP / BEP;3 874;17,9 %;29,3 %;94079;villiers-sur-marne;Non scolarisés
Baccalauréat / brevet professionnel;3 662;16,9 %;18,8 %;94079;villiers-sur-marne;Non scolarisés
De Bac +2 à Bac +4;5 357;24,7 %;19,8 %;94079;villiers-sur-marne;Non scolarisés
Bac +5 et plus;3 624;16,7 %;6,5 %;94079;villiers-sur-marne;Non scolarisés
2 - 5 ans;1 589;14,1 %;15,6 %;94080;vincennes;Scolarisés
6 - 10 ans;2 795;24,8 %;29,2 %;94080;vincennes;Scolarisés
11 - 14 ans;1 878;16,7 %;24,9 %;94080;vincennes;Scolarisés
15 - 17 ans;1 420;12,6 %;18,4 %;94080;vincennes;Scolarisés
18 - 24 ans;2 511;22,3 %;9,1 %;94080;vincennes;Scolarisés
25 - 29 ans;525;4,7 %;0,7 %;94080;vincennes;Scolarisés
30 ans et plus;558;4,9 %;2,2 %;94080;vincennes;Scolarisés
Aucun diplôme;2 950;8,3 %;20,2 %;94080;vincennes;Non scolarisés
Brevet des collèges;1 145;3,2 %;5,5 %;94080;vincennes;Non scolarisés
CAP / BEP;2 583;7,3 %;29,3 %;94080;vincennes;Non scolarisés
Baccalauréat / brevet professionnel;3 974;11,2 %;18,8 %;94080;vincennes;Non scolarisés
De Bac +2 à Bac +4;9 285;26,1 %;19,8 %;94080;vincennes;Non scolarisés
Bac +5 et plus;15 624;43,9 %;6,5 %;94080;vincennes;Non scolarisés
2 - 5 ans;3 945;14,8 %;15,6 %;94081;vitry-sur-seine;Scolarisés
6 - 10 ans;6 398;24,0 %;29,2 %;94081;vitry-sur-seine;Scolarisés
11 - 14 ans;4 806;18,1 %;24,9 %;94081;vitry-sur-seine;Scolarisés
15 - 17 ans;3 449;13,0 %;18,4 %;94081;vitry-sur-seine;Scolarisés
18 - 24 ans;5 650;21,2 %;9,1 %;94081;vitry-sur-seine;Scolarisés
25 - 29 ans;1 205;4,5 %;0,7 %;94081;vitry-sur-seine;Scolarisés
30 ans et plus;1 159;4,4 %;2,2 %;94081;vitry-sur-seine;Scolarisés
Aucun diplôme;18 499;28,4 %;20,2 %;94081;vitry-sur-seine;Non scolarisés
Brevet des collèges;3 290;5,0 %;5,5 %;94081;vitry-sur-seine;Non scolarisés
CAP / BEP;11 676;17,9 %;29,3 %;94081;vitry-sur-seine;Non scolarisés
Baccalauréat / brevet professionnel;11 342;17,4 %;18,8 %;94081;vitry-sur-seine;Non scolarisés
De Bac +2 à Bac +4;12 173;18,7 %;19,8 %;94081;vitry-sur-seine;Non scolarisés
Bac +5 et plus;8 200;12,6 %;6,5 %;94081;vitry-sur-seine;Non scolarisés
2 - 5 ans;4 663;16,3 %;15,6 %;95018;argenteuil;Scolarisés
6 - 10 ans;7 670;26,8 %;29,2 %;95018;argenteuil;Scolarisés
11 - 14 ans;5 582;19,5 %;24,9 %;95018;argenteuil;Scolarisés
15 - 17 ans;3 737;13,1 %;18,4 %;95018;argenteuil;Scolarisés
18 - 24 ans;5 103;17,9 %;9,1 %;95018;argenteuil;Scolarisés
25 - 29 ans;805;2,8 %;0,7 %;95018;argenteuil;Scolarisés
30 ans et plus;1 026;3,6 %;2,2 %;95018;argenteuil;Scolarisés
Aucun diplôme;18 724;25,7 %;20,2 %;95018;argenteuil;Non scolarisés
Brevet des collèges;3 482;4,8 %;5,5 %;95018;argenteuil;Non scolarisés
CAP / BEP;15 175;20,8 %;29,3 %;95018;argenteuil;Non scolarisés
Baccalauréat / brevet professionnel;12 234;16,8 %;18,8 %;95018;argenteuil;Non scolarisés
De Bac +2 à Bac +4;14 673;20,2 %;19,8 %;95018;argenteuil;Non scolarisés
Bac +5 et plus;8 513;11,7 %;6,5 %;95018;argenteuil;Non scolarisés
2 - 5 ans;1 442;17,1 %;15,6 %;95063;bezons;Scolarisés
6 - 10 ans;2 217;26,3 %;29,2 %;95063;bezons;Scolarisés
11 - 14 ans;1 666;19,7 %;24,9 %;95063;bezons;Scolarisés
15 - 17 ans;1 139;13,5 %;18,4 %;95063;bezons;Scolarisés
18 - 24 ans;1 514;17,9 %;9,1 %;95063;bezons;Scolarisés
25 - 29 ans;210;2,5 %;0,7 %;95063;bezons;Scolarisés
30 ans et plus;253;3,0 %;2,2 %;95063;bezons;Scolarisés
Aucun diplôme;5 115;23,3 %;20,2 %;95063;bezons;Non scolarisés
Brevet des collèges;1 081;4,9 %;5,5 %;95063;bezons;Non scolarisés
CAP / BEP;4 671;21,3 %;29,3 %;95063;bezons;Non scolarisés
Baccalauréat / brevet professionnel;3 780;17,2 %;18,8 %;95063;bezons;Non scolarisés
De Bac +2 à Bac +4;4 120;18,8 %;19,8 %;95063;bezons;Non scolarisés
Bac +5 et plus;3 181;14,5 %;6,5 %;95063;bezons;Non scolarisés
2 - 5 ans;3 317;14,4 %;15,6 %;95127;cergy;Scolarisés
6 - 10 ans;5 097;22,2 %;29,2 %;95127;cergy;Scolarisés
11 - 14 ans;3 657;15,9 %;24,9 %;95127;cergy;Scolarisés
15 - 17 ans;2 577;11,2 %;18,4 %;95127;cergy;Scolarisés
18 - 24 ans;6 375;27,7 %;9,1 %;95127;cergy;Scolarisés
25 - 29 ans;1 064;4,6 %;0,7 %;95127;cergy;Scolarisés
30 ans et plus;909;4,0 %;2,2 %;95127;cergy;Scolarisés
Aucun diplôme;7 937;19,3 %;20,2 %;95127;cergy;Non scolarisés
Brevet des collèges;1 883;4,6 %;5,5 %;95127;cergy;Non scolarisés
CAP / BEP;6 954;16,9 %;29,3 %;95127;cergy;Non scolarisés
Baccalauréat / brevet professionnel;8 073;19,6 %;18,8 %;95127;cergy;Non scolarisés
De Bac +2 à Bac +4;9 908;24,0 %;19,8 %;95127;cergy;Non scolarisés
Bac +5 et plus;6 450;15,7 %;6,5 %;95127;cergy;Non scolarisés
2 - 5 ans;1 014;14,3 %;15,6 %;95176;cormeilles-en-parisis;Scolarisés
6 - 10 ans;1 957;27,5 %;29,2 %;95176;cormeilles-en-parisis;Scolarisés
11 - 14 ans;1 537;21,6 %;24,9 %;95176;cormeilles-en-parisis;Scolarisés
15 - 17 ans;1 042;14,6 %;18,4 %;95176;cormeilles-en-parisis;Scolarisés
18 - 24 ans;1 201;16,9 %;9,1 %;95176;cormeilles-en-parisis;Scolarisés
25 - 29 ans;162;2,3 %;0,7 %;95176;cormeilles-en-parisis;Scolarisés
30 ans et plus;201;2,8 %;2,2 %;95176;cormeilles-en-parisis;Scolarisés
Aucun diplôme;2 629;14,2 %;20,2 %;95176;cormeilles-en-parisis;Non scolarisés
Brevet des collèges;830;4,5 %;5,5 %;95176;cormeilles-en-parisis;Non scolarisés
CAP / BEP;3 431;18,6 %;29,3 %;95176;cormeilles-en-parisis;Non scolarisés
Baccalauréat / brevet professionnel;3 272;17,7 %;18,8 %;95176;cormeilles-en-parisis;Non scolarisés
De Bac +2 à Bac +4;5 112;27,7 %;19,8 %;95176;cormeilles-en-parisis;Non scolarisés
Bac +5 et plus;3 189;17,3 %;6,5 %;95176;cormeilles-en-parisis;Non scolarisés
2 - 5 ans;820;14,1 %;15,6 %;95197;deuil-la-barre;Scolarisés
6 - 10 ans;1 345;23,1 %;29,2 %;95197;deuil-la-barre;Scolarisés
11 - 14 ans;1 073;18,4 %;24,9 %;95197;deuil-la-barre;Scolarisés
15 - 17 ans;885;15,2 %;18,4 %;95197;deuil-la-barre;Scolarisés
18 - 24 ans;1 214;20,9 %;9,1 %;95197;deuil-la-barre;Scolarisés
25 - 29 ans;250;4,3 %;0,7 %;95197;deuil-la-barre;Scolarisés
30 ans et plus;233;4,0 %;2,2 %;95197;deuil-la-barre;Scolarisés
Aucun diplôme;2 532;16,0 %;20,2 %;95197;deuil-la-barre;Non scolarisés
Brevet des collèges;737;4,7 %;5,5 %;95197;deuil-la-barre;Non scolarisés
CAP / BEP;2 705;17,1 %;29,3 %;95197;deuil-la-barre;Non scolarisés
Baccalauréat / brevet professionnel;2 500;15,8 %;18,8 %;95197;deuil-la-barre;Non scolarisés
De Bac +2 à Bac +4;4 190;26,6 %;19,8 %;95197;deuil-la-barre;Non scolarisés
Bac +5 et plus;3 113;19,7 %;6,5 %;95197;deuil-la-barre;Non scolarisés
2 - 5 ans;994;16,2 %;15,6 %;95203;eaubonne;Scolarisés
6 - 10 ans;1 616;26,3 %;29,2 %;95203;eaubonne;Scolarisés
11 - 14 ans;1 152;18,8 %;24,9 %;95203;eaubonne;Scolarisés
15 - 17 ans;973;15,9 %;18,4 %;95203;eaubonne;Scolarisés
18 - 24 ans;1 052;17,1 %;9,1 %;95203;eaubonne;Scolarisés
25 - 29 ans;170;2,8 %;0,7 %;95203;eaubonne;Scolarisés
30 ans et plus;178;2,9 %;2,2 %;95203;eaubonne;Scolarisés
Aucun diplôme;2 510;14,0 %;20,2 %;95203;eaubonne;Non scolarisés
Brevet des collèges;866;4,8 %;5,5 %;95203;eaubonne;Non scolarisés
CAP / BEP;3 084;17,2 %;29,3 %;95203;eaubonne;Non scolarisés
Baccalauréat / brevet professionnel;3 086;17,2 %;18,8 %;95203;eaubonne;Non scolarisés
De Bac +2 à Bac +4;4 711;26,2 %;19,8 %;95203;eaubonne;Non scolarisés
Bac +5 et plus;3 716;20,7 %;6,5 %;95203;eaubonne;Non scolarisés
2 - 5 ans;1 214;16,5 %;15,6 %;95219;ermont;Scolarisés
6 - 10 ans;2 032;27,6 %;29,2 %;95219;ermont;Scolarisés
11 - 14 ans;1 409;19,1 %;24,9 %;95219;ermont;Scolarisés
15 - 17 ans;962;13,0 %;18,4 %;95219;ermont;Scolarisés
18 - 24 ans;1 326;18,0 %;9,1 %;95219;ermont;Scolarisés
25 - 29 ans;162;2,2 %;0,7 %;95219;ermont;Scolarisés
30 ans et plus;270;3,7 %;2,2 %;95219;ermont;Scolarisés
Aucun diplôme;3 836;18,9 %;20,2 %;95219;ermont;Non scolarisés
Brevet des collèges;897;4,4 %;5,5 %;95219;ermont;Non scolarisés
CAP / BEP;3 666;18,1 %;29,3 %;95219;ermont;Non scolarisés
Baccalauréat / brevet professionnel;3 382;16,7 %;18,8 %;95219;ermont;Non scolarisés
De Bac +2 à Bac +4;4 939;24,4 %;19,8 %;95219;ermont;Non scolarisés
Bac +5 et plus;3 559;17,6 %;6,5 %;95219;ermont;Non scolarisés
2 - 5 ans;1 583;17,4 %;15,6 %;95252;franconville;Scolarisés
6 - 10 ans;2 552;28,1 %;29,2 %;95252;franconville;Scolarisés
11 - 14 ans;1 787;19,7 %;24,9 %;95252;franconville;Scolarisés
15 - 17 ans;1 231;13,6 %;18,4 %;95252;franconville;Scolarisés
18 - 24 ans;1 436;15,8 %;9,1 %;95252;franconville;Scolarisés
25 - 29 ans;172;1,9 %;0,7 %;95252;franconville;Scolarisés
30 ans et plus;322;3,5 %;2,2 %;95252;franconville;Scolarisés
Aucun diplôme;5 012;19,1 %;20,2 %;95252;franconville;Non scolarisés
Brevet des collèges;1 334;5,1 %;5,5 %;95252;franconville;Non scolarisés
CAP / BEP;5 710;21,7 %;29,3 %;95252;franconville;Non scolarisés
Baccalauréat / brevet professionnel;5 008;19,0 %;18,8 %;95252;franconville;Non scolarisés
De Bac +2 à Bac +4;6 252;23,8 %;19,8 %;95252;franconville;Non scolarisés
Bac +5 et plus;2 978;11,3 %;6,5 %;95252;franconville;Non scolarisés
2 - 5 ans;2 188;16,4 %;15,6 %;95268;garges-les-gonesse;Scolarisés
6 - 10 ans;3 503;26,2 %;29,2 %;95268;garges-les-gonesse;Scolarisés
11 - 14 ans;2 727;20,4 %;24,9 %;95268;garges-les-gonesse;Scolarisés
15 - 17 ans;1 986;14,8 %;18,4 %;95268;garges-les-gonesse;Scolarisés
18 - 24 ans;2 246;16,8 %;9,1 %;95268;garges-les-gonesse;Scolarisés
25 - 29 ans;308;2,3 %;0,7 %;95268;garges-les-gonesse;Scolarisés
30 ans et plus;416;3,1 %;2,2 %;95268;garges-les-gonesse;Scolarisés
Aucun diplôme;10 471;38,5 %;20,2 %;95268;garges-les-gonesse;Non scolarisés
Brevet des collèges;1 656;6,1 %;5,5 %;95268;garges-les-gonesse;Non scolarisés
CAP / BEP;4 722;17,4 %;29,3 %;95268;garges-les-gonesse;Non scolarisés
Baccalauréat / brevet professionnel;4 822;17,7 %;18,8 %;95268;garges-les-gonesse;Non scolarisés
De Bac +2 à Bac +4;4 038;14,8 %;19,8 %;95268;garges-les-gonesse;Non scolarisés
Bac +5 et plus;1 497;5,5 %;6,5 %;95268;garges-les-gonesse;Non scolarisés
2 - 5 ans;1 091;15,6 %;15,6 %;95277;gonesse;Scolarisés
6 - 10 ans;1 856;26,6 %;29,2 %;95277;gonesse;Scolarisés
11 - 14 ans;1 332;19,1 %;24,9 %;95277;gonesse;Scolarisés
15 - 17 ans;1 022;14,6 %;18,4 %;95277;gonesse;Scolarisés
18 - 24 ans;1 308;18,7 %;9,1 %;95277;gonesse;Scolarisés
25 - 29 ans;151;2,2 %;0,7 %;95277;gonesse;Scolarisés
30 ans et plus;221;3,2 %;2,2 %;95277;gonesse;Scolarisés
Aucun diplôme;5 145;29,3 %;20,2 %;95277;gonesse;Non scolarisés
Brevet des collèges;911;5,2 %;5,5 %;95277;gonesse;Non scolarisés
CAP / BEP;3 641;20,8 %;29,3 %;95277;gonesse;Non scolarisés
Baccalauréat / brevet professionnel;3 297;18,8 %;18,8 %;95277;gonesse;Non scolarisés
De Bac +2 à Bac +4;3 416;19,5 %;19,8 %;95277;gonesse;Non scolarisés
Bac +5 et plus;1 128;6,4 %;6,5 %;95277;gonesse;Non scolarisés
2 - 5 ans;1 276;13,8 %;15,6 %;95280;goussainville;Scolarisés
6 - 10 ans;2 484;26,8 %;29,2 %;95280;goussainville;Scolarisés
11 - 14 ans;1 990;21,5 %;24,9 %;95280;goussainville;Scolarisés
15 - 17 ans;1 551;16,8 %;18,4 %;95280;goussainville;Scolarisés
18 - 24 ans;1 499;16,2 %;9,1 %;95280;goussainville;Scolarisés
25 - 29 ans;163;1,8 %;0,7 %;95280;goussainville;Scolarisés
30 ans et plus;294;3,2 %;2,2 %;95280;goussainville;Scolarisés
Aucun diplôme;6 828;34,2 %;20,2 %;95280;goussainville;Non scolarisés
Brevet des collèges;1 208;6,1 %;5,5 %;95280;goussainville;Non scolarisés
CAP / BEP;4 551;22,8 %;29,3 %;95280;goussainville;Non scolarisés
Baccalauréat / brevet professionnel;3 609;18,1 %;18,8 %;95280;goussainville;Non scolarisés
De Bac +2 à Bac +4;2 759;13,8 %;19,8 %;95280;goussainville;Non scolarisés
Bac +5 et plus;996;5,0 %;6,5 %;95280;goussainville;Non scolarisés
2 - 5 ans;1 349;15,3 %;15,6 %;95306;herblay-sur-seine;Scolarisés
6 - 10 ans;2 386;27,1 %;29,2 %;95306;herblay-sur-seine;Scolarisés
11 - 14 ans;1 920;21,8 %;24,9 %;95306;herblay-sur-seine;Scolarisés
