"","0","1","2","3","code_insee","Ville"
"2566","De 1971 à 1990","5 604","22","28,6 %","94076","villejuif"
"2567","De 1991 à 2005","4 210","16","15,9 %","94076","villejuif"
"2568","Après 2005","3 170","12","14,3 %","94076","villejuif"
"2569","Avant 1919","442","5","11,8 %","94077","villeneuve-le-roi"
"2570","De 1919 à 1945","1 690","20","8,6 %","94077","villeneuve-le-roi"
"2571","De 1946 à 1970","2 704","32","20,8 %","94077","villeneuve-le-roi"
"2572","De 1971 à 1990","1 368","16","28,6 %","94077","villeneuve-le-roi"
"2573","De 1991 à 2005","855","10","15,9 %","94077","villeneuve-le-roi"
"2574","Après 2005","1 277","15","14,3 %","94077","villeneuve-le-roi"
"2575","Avant 1919","683","5","11,8 %","94078","villeneuve-saint-georges"
"2576","De 1919 à 1945","2 658","20","8,6 %","94078","villeneuve-saint-georges"
"2577","De 1946 à 1970","4 554","35","20,8 %","94078","villeneuve-saint-georges"
"2578","De 1971 à 1990","2 233","17","28,6 %","94078","villeneuve-saint-georges"
"2579","De 1991 à 2005","1 474","11","15,9 %","94078","villeneuve-saint-georges"
"2580","Après 2005","1 090","8","14,3 %","94078","villeneuve-saint-georges"
"2581","Avant 1919","340","2","11,8 %","94079","villiers-sur-marne"
"2582","De 1919 à 1945","896","6","8,6 %","94079","villiers-sur-marne"
"2583","De 1946 à 1970","3 156","24","20,8 %","94079","villiers-sur-marne"
"2584","De 1971 à 1990","3 584","27","28,6 %","94079","villiers-sur-marne"
"2585","De 1991 à 2005","2 260","17","15,9 %","94079","villiers-sur-marne"
"2586","Après 2005","2 730","21","14,3 %","94079","villiers-sur-marne"
"2587","Avant 1919","4 035","16","11,8 %","94080","vincennes"
"2588","De 1919 à 1945","6 144","25","8,6 %","94080","vincennes"
"2589","De 1946 à 1970","5 851","23","20,8 %","94080","vincennes"
"2590","De 1971 à 1990","5 203","21","28,6 %","94080","vincennes"
"2591","De 1991 à 2005","2 483","10","15,9 %","94080","vincennes"
"2592","Après 2005","901","3","14,3 %","94080","vincennes"
"2593","Avant 1919","1 105","2","11,8 %","94081","vitry-sur-seine"
"2594","De 1919 à 1945","4 708","12","8,6 %","94081","vitry-sur-seine"
"2595","De 1946 à 1970","14 049","36","20,8 %","94081","vitry-sur-seine"
"2596","De 1971 à 1990","9 675","25","28,6 %","94081","vitry-sur-seine"
"2597","De 1991 à 2005","3 303","8","15,9 %","94081","vitry-sur-seine"
"2598","Après 2005","5 369","14","14,3 %","94081","vitry-sur-seine"
"2599","Avant 1919","1 083","2","11,8 %","95018","argenteuil"
"2600","De 1919 à 1945","4 674","11","8,6 %","95018","argenteuil"
"2601","De 1946 à 1970","14 017","33","20,8 %","95018","argenteuil"
"2602","De 1971 à 1990","11 249","26","28,6 %","95018","argenteuil"
"2603","De 1991 à 2005","6 120","14","15,9 %","95018","argenteuil"
"2604","Après 2005","5 213","12","14,3 %","95018","argenteuil"
"2605","Avant 1919","156","1","11,8 %","95063","bezons"
"2606","De 1919 à 1945","1 100","9","8,6 %","95063","bezons"
"2607","De 1946 à 1970","4 053","33","20,8 %","95063","bezons"
"2608","De 1971 à 1990","3 358","27","28,6 %","95063","bezons"
"2609","De 1991 à 2005","1 407","11","15,9 %","95063","bezons"
"2610","Après 2005","1 973","16","14,3 %","95063","bezons"
"2611","Avant 1919","338","1","11,8 %","95127","cergy"
"2612","De 1919 à 1945","189","0","8,6 %","95127","cergy"
"2613","De 1946 à 1970","1 406","5","20,8 %","95127","cergy"
"2614","De 1971 à 1990","13 988","51","28,6 %","95127","cergy"
"2615","De 1991 à 2005","5 770","21","15,9 %","95127","cergy"
"2616","Après 2005","5 405","19","14,3 %","95127","cergy"
"2617","Avant 1919","554","5","11,8 %","95176","cormeilles-en-parisis"
"2618","De 1919 à 1945","894","8","8,6 %","95176","cormeilles-en-parisis"
"2619","De 1946 à 1970","1 961","19","20,8 %","95176","cormeilles-en-parisis"
"2620","De 1971 à 1990","2 685","26","28,6 %","95176","cormeilles-en-parisis"
"2621","De 1991 à 2005","1 949","19","15,9 %","95176","cormeilles-en-parisis"
"2622","Après 2005","2 125","20","14,3 %","95176","cormeilles-en-parisis"
"2623","Avant 1919","485","5","11,8 %","95197","deuil-la-barre"
"2624","De 1919 à 1945","1 214","12","8,6 %","95197","deuil-la-barre"
"2625","De 1946 à 1970","2 816","29","20,8 %","95197","deuil-la-barre"
"2626","De 1971 à 1990","2 718","28","28,6 %","95197","deuil-la-barre"
"2627","De 1991 à 2005","1 020","10","15,9 %","95197","deuil-la-barre"
"2628","Après 2005","1 239","13","14,3 %","95197","deuil-la-barre"
"2629","Avant 1919","487","4","11,8 %","95203","eaubonne"
"2630","De 1919 à 1945","1 290","12","8,6 %","95203","eaubonne"
"2631","De 1946 à 1970","3 791","36","20,8 %","95203","eaubonne"
"2632","De 1971 à 1990","2 495","24","28,6 %","95203","eaubonne"
"2633","De 1991 à 2005","1 321","12","15,9 %","95203","eaubonne"
"2634","Après 2005","915","8","14,3 %","95203","eaubonne"
"2635","Avant 1919","552","4","11,8 %","95219","ermont"
"2636","De 1919 à 1945","1 243","10","8,6 %","95219","ermont"
"2637","De 1946 à 1970","4 544","36","20,8 %","95219","ermont"
"2638","De 1971 à 1990","4 043","32","28,6 %","95219","ermont"
"2639","De 1991 à 2005","864","7","15,9 %","95219","ermont"
"2640","Après 2005","1 151","9","14,3 %","95219","ermont"
"2641","Avant 1919","223","1","11,8 %","95252","franconville"
"2642","De 1919 à 1945","782","5","8,6 %","95252","franconville"
"2643","De 1946 à 1970","4 391","28","20,8 %","95252","franconville"
"2644","De 1971 à 1990","6 612","42","28,6 %","95252","franconville"
"2645","De 1991 à 2005","1 343","8","15,9 %","95252","franconville"
"2646","Après 2005","2 291","14","14,3 %","95252","franconville"
"2647","Avant 1919","122","0","11,8 %","95268","garges-les-gonesse"
"2648","De 1919 à 1945","836","6","8,6 %","95268","garges-les-gonesse"
"2649","De 1946 à 1970","4 772","34","20,8 %","95268","garges-les-gonesse"
"2650","De 1971 à 1990","5 089","36","28,6 %","95268","garges-les-gonesse"
"2651","De 1991 à 2005","905","6","15,9 %","95268","garges-les-gonesse"
"2652","Après 2005","2 183","15","14,3 %","95268","garges-les-gonesse"
"2653","Avant 1919","275","2","11,8 %","95277","gonesse"
"2654","De 1919 à 1945","375","3","8,6 %","95277","gonesse"
"2655","De 1946 à 1970","3 160","32","20,8 %","95277","gonesse"
"2656","De 1971 à 1990","2 806","29","28,6 %","95277","gonesse"
"2657","De 1991 à 2005","1 836","19","15,9 %","95277","gonesse"
"2658","Après 2005","1 140","11","14,3 %","95277","gonesse"
"2659","Avant 1919","86","0","11,8 %","95280","goussainville"
"2660","De 1919 à 1945","1 032","10","8,6 %","95280","goussainville"
"2661","De 1946 à 1970","3 558","36","20,8 %","95280","goussainville"
"2662","De 1971 à 1990","2 788","28","28,6 %","95280","goussainville"
"2663","De 1991 à 2005","1 634","16","15,9 %","95280","goussainville"
"2664","Après 2005","739","7","14,3 %","95280","goussainville"
"2665","Avant 1919","464","4","11,8 %","95306","herblay-sur-seine"
"2666","De 1919 à 1945","760","6","8,6 %","95306","herblay-sur-seine"
"2667","De 1946 à 1970","2 014","17","20,8 %","95306","herblay-sur-seine"
"2668","De 1971 à 1990","3 564","30","28,6 %","95306","herblay-sur-seine"
"2669","De 1991 à 2005","2 142","18","15,9 %","95306","herblay-sur-seine"
"2670","Après 2005","2 579","22","14,3 %","95306","herblay-sur-seine"
"2671","Avant 1919","126","1","11,8 %","95424","montigny-les-cormeilles"
"2672","De 1919 à 1945","396","5","8,6 %","95424","montigny-les-cormeilles"
"2673","De 1946 à 1970","1 466","19","20,8 %","95424","montigny-les-cormeilles"
"2674","De 1971 à 1990","3 338","44","28,6 %","95424","montigny-les-cormeilles"
"2675","De 1991 à 2005","965","12","15,9 %","95424","montigny-les-cormeilles"
"2676","Après 2005","1 234","16","14,3 %","95424","montigny-les-cormeilles"
"2677","Avant 1919","880","9","11,8 %","95428","montmorency"
"2678","De 1919 à 1945","1 047","11","8,6 %","95428","montmorency"
"2679","De 1946 à 1970","2 737","30","20,8 %","95428","montmorency"
"2680","De 1971 à 1990","2 559","28","28,6 %","95428","montmorency"
"2681","De 1991 à 2005","947","10","15,9 %","95428","montmorency"
"2682","Après 2005","918","10","14,3 %","95428","montmorency"
"2683","Avant 1919","1 190","8","11,8 %","95500","pontoise"
"2684","De 1919 à 1945","759","5","8,6 %","95500","pontoise"
"2685","De 1946 à 1970","2 924","21","20,8 %","95500","pontoise"
"2686","De 1971 à 1990","4 885","36","28,6 %","95500","pontoise"
"2687","De 1991 à 2005","1 719","12","15,9 %","95500","pontoise"
"2688","Après 2005","1 906","14","14,3 %","95500","pontoise"
"2689","Avant 1919","276","3","11,8 %","95555","saint-gratien"
"2690","De 1919 à 1945","489","5","8,6 %","95555","saint-gratien"
"2691","De 1946 à 1970","2 856","31","20,8 %","95555","saint-gratien"
"2692","De 1971 à 1990","3 234","36","28,6 %","95555","saint-gratien"
"2693","De 1991 à 2005","1 461","16","15,9 %","95555","saint-gratien"
"2694","Après 2005","623","7","14,3 %","95555","saint-gratien"
"2695","Avant 1919","137","1","11,8 %","95572","saint-ouen-l-aumone"
"2696","De 1919 à 1945","334","3","8,6 %","95572","saint-ouen-l-aumone"
"2697","De 1946 à 1970","1 695","16","20,8 %","95572","saint-ouen-l-aumone"
"2698","De 1971 à 1990","3 678","36","28,6 %","95572","saint-ouen-l-aumone"
"2699","De 1991 à 2005","2 242","22","15,9 %","95572","saint-ouen-l-aumone"
"2700","Après 2005","2 035","20","14,3 %","95572","saint-ouen-l-aumone"
"2701","Avant 1919","497","4","11,8 %","95582","sannois"
"2702","De 1919 à 1945","1 282","12","8,6 %","95582","sannois"
"2703","De 1946 à 1970","2 886","27","20,8 %","95582","sannois"
"2704","De 1971 à 1990","4 483","41","28,6 %","95582","sannois"
"2705","De 1991 à 2005","1 052","9","15,9 %","95582","sannois"
"2706","Après 2005","487","4","14,3 %","95582","sannois"
"2707","Avant 1919","330","1","11,8 %","95585","sarcelles"
"2708","De 1919 à 1945","764","3","8,6 %","95585","sarcelles"
"2709","De 1946 à 1970","10 796","54","20,8 %","95585","sarcelles"
"2710","De 1971 à 1990","4 900","24","28,6 %","95585","sarcelles"
"2711","De 1991 à 2005","1 273","6","15,9 %","95585","sarcelles"
"2712","Après 2005","1 669","8","14,3 %","95585","sarcelles"
"2713","Avant 1919","422","4","11,8 %","95607","taverny"
"2714","De 1919 à 1945","770","7","8,6 %","95607","taverny"
"2715","De 1946 à 1970","2 685","25","20,8 %","95607","taverny"
"2716","De 1971 à 1990","4 342","41","28,6 %","95607","taverny"
"2717","De 1991 à 2005","1 289","12","15,9 %","95607","taverny"
"2718","Après 2005","1 082","10","14,3 %","95607","taverny"
"2719","Avant 1919","144","1","11,8 %","95680","villiers-le-bel"
"2720","De 1919 à 1945","412","4","8,6 %","95680","villiers-le-bel"
"2721","De 1946 à 1970","3 907","39","20,8 %","95680","villiers-le-bel"
"2722","De 1971 à 1990","3 268","33","28,6 %","95680","villiers-le-bel"
"2723","De 1991 à 2005","983","10","15,9 %","95680","villiers-le-bel"
"2724","Après 2005","1 094","11","14,3 %","95680","villiers-le-bel"
"2725","Avant 1919","106","0","11,8 %","97101","les-abymes"
"2726","De 1919 à 1945","377","1","8,6 %","97101","les-abymes"
"2727","De 1946 à 1970","4 405","18","20,8 %","97101","les-abymes"
"2728","De 1971 à 1990","9 817","40","28,6 %","97101","les-abymes"
"2729","De 1991 à 2005","6 794","27","15,9 %","97101","les-abymes"
"2730","Après 2005","2 944","12","14,3 %","97101","les-abymes"
"2731","Avant 1919","27","0","11,8 %","97103","baie-mahault"
"2732","De 1919 à 1945","12","0","8,6 %","97103","baie-mahault"
"2733","De 1946 à 1970","513","3","20,8 %","97103","baie-mahault"
"2734","De 1971 à 1990","4 160","32","28,6 %","97103","baie-mahault"
"2735","De 1991 à 2005","5 131","39","15,9 %","97103","baie-mahault"
"2736","Après 2005","3 170","24","14,3 %","97103","baie-mahault"
"2737","Avant 1919","20","0","11,8 %","97113","le-gosier"
"2738","De 1919 à 1945","78","0","8,6 %","97113","le-gosier"
"2739","De 1946 à 1970","1 171","9","20,8 %","97113","le-gosier"
"2740","De 1971 à 1990","4 735","38","28,6 %","97113","le-gosier"
"2741","De 1991 à 2005","4 272","34","15,9 %","97113","le-gosier"
"2742","Après 2005","2 162","17","14,3 %","97113","le-gosier"
"2743","Avant 1919","15","0","11,8 %","97117","le-moule"
"2744","De 1919 à 1945","47","0","8,6 %","97117","le-moule"
"2745","De 1946 à 1970","596","6","20,8 %","97117","le-moule"
"2746","De 1971 à 1990","3 115","31","28,6 %","97117","le-moule"
"2747","De 1991 à 2005","3 890","39","15,9 %","97117","le-moule"
"2748","Après 2005","2 160","22","14,3 %","97117","le-moule"
"2749","Avant 1919","18","0","11,8 %","97118","petit-bourg"
"2750","De 1919 à 1945","133","1","8,6 %","97118","petit-bourg"
"2751","De 1946 à 1970","1 139","10","20,8 %","97118","petit-bourg"
"2752","De 1971 à 1990","3 280","31","28,6 %","97118","petit-bourg"
"2753","De 1991 à 2005","3 311","31","15,9 %","97118","petit-bourg"
"2754","Après 2005","2 608","24","14,3 %","97118","petit-bourg"
"2755","Avant 1919","11","0","11,8 %","97128","sainte-anne"
"2756","De 1919 à 1945","43","0","8,6 %","97128","sainte-anne"
"2757","De 1946 à 1970","801","7","20,8 %","97128","sainte-anne"
"2758","De 1971 à 1990","3 283","29","28,6 %","97128","sainte-anne"
"2759","De 1991 à 2005","4 911","44","15,9 %","97128","sainte-anne"
"2760","Après 2005","1 966","17","14,3 %","97128","sainte-anne"
"2761","Avant 1919","298","0","11,8 %","97209","fort-de-france"
"2762","De 1919 à 1945","1 046","2","8,6 %","97209","fort-de-france"
"2763","De 1946 à 1970","10 510","28","20,8 %","97209","fort-de-france"
"2764","De 1971 à 1990","13 488","36","28,6 %","97209","fort-de-france"
"2765","De 1991 à 2005","7 447","20","15,9 %","97209","fort-de-france"
"2766","Après 2005","3 829","10","14,3 %","97209","fort-de-france"
"2767","Avant 1919","41","0","11,8 %","97213","le-lamentin"
"2768","De 1919 à 1945","316","1","8,6 %","97213","le-lamentin"
"2769","De 1946 à 1970","1 787","9","20,8 %","97213","le-lamentin"
"2770","De 1971 à 1990","5 564","30","28,6 %","97213","le-lamentin"
"2771","De 1991 à 2005","6 385","35","15,9 %","97213","le-lamentin"
"2772","Après 2005","3 961","21","14,3 %","97213","le-lamentin"
"2773","Avant 1919","24","0","11,8 %","97222","le-robert"
"2774","De 1919 à 1945","136","1","8,6 %","97222","le-robert"
"2775","De 1946 à 1970","953","10","20,8 %","97222","le-robert"
"2776","De 1971 à 1990","2 807","29","28,6 %","97222","le-robert"
"2777","De 1991 à 2005","3 624","38","15,9 %","97222","le-robert"
"2778","Après 2005","1 870","19","14,3 %","97222","le-robert"
"2779","Avant 1919","120","0","11,8 %","97302","cayenne"
"2780","De 1919 à 1945","420","1","8,6 %","97302","cayenne"
"2781","De 1946 à 1970","3 324","13","20,8 %","97302","cayenne"
"2782","De 1971 à 1990","6 990","29","28,6 %","97302","cayenne"
"2783","De 1991 à 2005","7 237","30","15,9 %","97302","cayenne"
"2784","Après 2005","6 029","25","14,3 %","97302","cayenne"
"2785","Avant 1919","25","0","11,8 %","97304","kourou"
"2786","De 1919 à 1945","12","0","8,6 %","97304","kourou"
"2787","De 1946 à 1970","722","9","20,8 %","97304","kourou"
"2788","De 1971 à 1990","2 669","35","28,6 %","97304","kourou"
"2789","De 1991 à 2005","3 114","41","15,9 %","97304","kourou"
"2790","Après 2005","977","13","14,3 %","97304","kourou"
"2791","Avant 1919","43","0","11,8 %","97309","remire-montjoly"
"2792","De 1919 à 1945","10","0","8,6 %","97309","remire-montjoly"
"2793","De 1946 à 1970","308","3","20,8 %","97309","remire-montjoly"
"2794","De 1971 à 1990","2 240","24","28,6 %","97309","remire-montjoly"
"2795","De 1991 à 2005","2 834","30","15,9 %","97309","remire-montjoly"
"2796","Après 2005","3 903","41","14,3 %","97309","remire-montjoly"
"2797","Avant 1919","36","0","11,8 %","97407","le-port"
"2798","De 1919 à 1945","165","1","8,6 %","97407","le-port"
"2799","De 1946 à 1970","1 818","14","20,8 %","97407","le-port"
"2800","De 1971 à 1990","4 789","38","28,6 %","97407","le-port"
"2801","De 1991 à 2005","3 885","31","15,9 %","97407","le-port"
"2802","Après 2005","1 711","13","14,3 %","97407","le-port"
"2803","Avant 1919","69","0","11,8 %","97408","la-possession"
"2804","De 1919 à 1945","47","0","8,6 %","97408","la-possession"
"2805","De 1946 à 1970","599","4","20,8 %","97408","la-possession"
"2806","De 1971 à 1990","3 224","24","28,6 %","97408","la-possession"
"2807","De 1991 à 2005","5 067","38","15,9 %","97408","la-possession"
"2808","Après 2005","4 279","32","14,3 %","97408","la-possession"
"2809","Avant 1919","35","0","11,8 %","97409","saint-andre"
"2810","De 1919 à 1945","114","0","8,6 %","97409","saint-andre"
"2811","De 1946 à 1970","1 558","7","20,8 %","97409","saint-andre"
"2812","De 1971 à 1990","5 800","27","28,6 %","97409","saint-andre"
"2813","De 1991 à 2005","7 794","37","15,9 %","97409","saint-andre"
"2814","Après 2005","5 469","26","14,3 %","97409","saint-andre"
"2815","Avant 1919","49","0","11,8 %","97410","saint-benoit"
"2816","De 1919 à 1945","300","2","8,6 %","97410","saint-benoit"
"2817","De 1946 à 1970","1 356","9","20,8 %","97410","saint-benoit"
"2818","De 1971 à 1990","3 824","27","28,6 %","97410","saint-benoit"
"2819","De 1991 à 2005","4 735","34","15,9 %","97410","saint-benoit"
"2820","Après 2005","3 509","25","14,3 %","97410","saint-benoit"
"2821","Avant 1919","289","0","11,8 %","97411","saint-denis"
"2822","De 1919 à 1945","597","0","8,6 %","97411","saint-denis"
"2823","De 1946 à 1970","8 737","13","20,8 %","97411","saint-denis"
"2824","De 1971 à 1990","21 779","32","28,6 %","97411","saint-denis"
"2825","De 1991 à 2005","20 587","31","15,9 %","97411","saint-denis"
"2826","Après 2005","14 484","21","14,3 %","97411","saint-denis"
