Catégorie socioprofessionnelle,2010,%,2015,%.1,2021,%.2,code_insee,Ville
Employés,7093,"21,6",7647,"21,9",7499,"21,1",93064,rosny-sous-bois
Ouvriers,3503,"10,7",3720,"10,7",3541,"9,9",93064,rosny-sous-bois
Retraités,6698,"20,4",6615,"19,0",6132,"17,2",93064,rosny-sous-bois
Autres personnes sans activité professionnelle,5373,"16,4",6401,"18,3",6781,"19,0",93064,rosny-sous-bois
Ensemble,81433,"100,0",85035,"100,0",89758,"100,0",93066,saint-denis
Agriculteurs exploitants,10,"0,0",8,"0,0",2,"0,0",93066,saint-denis
"Artisans, commerçants, chefs d'entreprise",2111,"2,6",2286,"2,7",2570,"2,9",93066,saint-denis
Cadres et professions intellectuelles supérieures,5572,"6,8",6736,"7,9",9289,"10,3",93066,saint-denis
Professions intermédiaires,10306,"12,7",10777,"12,7",11646,"13,0",93066,saint-denis
Employés,18932,"23,2",19584,"23,0",18262,"20,3",93066,saint-denis
Ouvriers,14540,"17,9",13770,"16,2",12762,"14,2",93066,saint-denis
Retraités,11059,"13,6",10856,"12,8",10719,"11,9",93066,saint-denis
Autres personnes sans activité professionnelle,18903,"23,2",21018,"24,7",24509,"27,3",93066,saint-denis
Ensemble,37801,"100,0",38829,"100,0",43507,"100,0",93070,saint-ouen-sur-seine
Agriculteurs exploitants,5,"0,0",0,"0,0",0,"0,0",93070,saint-ouen-sur-seine
"Artisans, commerçants, chefs d'entreprise",1264,"3,3",1171,"3,0",1528,"3,5",93070,saint-ouen-sur-seine
Cadres et professions intellectuelles supérieures,3682,"9,7",4972,"12,8",7954,"18,3",93070,saint-ouen-sur-seine
Professions intermédiaires,5984,"15,8",6102,"15,7",7083,"16,3",93070,saint-ouen-sur-seine
Employés,8485,"22,4",8048,"20,7",8150,"18,7",93070,saint-ouen-sur-seine
Ouvriers,5354,"14,2",4748,"12,2",4185,"9,6",93070,saint-ouen-sur-seine
Retraités,5616,"14,9",5390,"13,9",5625,"12,9",93070,saint-ouen-sur-seine
Autres personnes sans activité professionnelle,7411,"19,6",8399,"21,6",8983,"20,6",93070,saint-ouen-sur-seine
Ensemble,37680,"100,0",37868,"100,0",39672,"100,0",93071,sevran
Agriculteurs exploitants,1,"0,0",10,"0,0",1,"0,0",93071,sevran
"Artisans, commerçants, chefs d'entreprise",973,"2,6",1000,"2,6",1259,"3,2",93071,sevran
Cadres et professions intellectuelles supérieures,1805,"4,8",1837,"4,9",2049,"5,2",93071,sevran
Professions intermédiaires,4983,"13,2",4862,"12,8",4871,"12,3",93071,sevran
Employés,8439,"22,4",8572,"22,6",8200,"20,7",93071,sevran
Ouvriers,6463,"17,2",6047,"16,0",5983,"15,1",93071,sevran
Retraités,6347,"16,8",6546,"17,3",6450,"16,3",93071,sevran
Autres personnes sans activité professionnelle,8669,"23,0",8993,"23,7",10858,"27,4",93071,sevran
Ensemble,25361,"100,0",29448,"100,0",30194,"100,0",93072,stains
Agriculteurs exploitants,3,"0,0",9,"0,0",0,"0,0",93072,stains
"Artisans, commerçants, chefs d'entreprise",599,"2,4",901,"3,1",927,"3,1",93072,stains
Cadres et professions intellectuelles supérieures,748,"3,0",726,"2,5",943,"3,1",93072,stains
Professions intermédiaires,2878,"11,3",3200,"10,9",3361,"11,1",93072,stains
Employés,5842,"23,0",7049,"23,9",6775,"22,4",93072,stains
Ouvriers,4210,"16,6",5180,"17,6",4850,"16,1",93072,stains
Retraités,4463,"17,6",4435,"15,1",3880,"12,8",93072,stains
Autres personnes sans activité professionnelle,6617,"26,1",7948,"27,0",9460,"31,3",93072,stains
Ensemble,26955,"100,0",27249,"100,0",29319,"100,0",93073,tremblay-en-france
Agriculteurs exploitants,6,"0,0",1,"0,0",0,"0,0",93073,tremblay-en-france
"Artisans, commerçants, chefs d'entreprise",702,"2,6",832,"3,1",859,"2,9",93073,tremblay-en-france
Cadres et professions intellectuelles supérieures,1747,"6,5",1854,"6,8",2076,"7,1",93073,tremblay-en-france
Professions intermédiaires,4532,"16,8",4728,"17,4",5180,"17,7",93073,tremblay-en-france
Employés,5781,"21,4",5672,"20,8",5868,"20,0",93073,tremblay-en-france
Ouvriers,3624,"13,4",3654,"13,4",4160,"14,2",93073,tremblay-en-france
Retraités,5449,"20,2",5418,"19,9",5346,"18,2",93073,tremblay-en-france
Autres personnes sans activité professionnelle,5116,"19,0",5089,"18,7",5830,"19,9",93073,tremblay-en-france
Ensemble,22523,"100,0",23693,"100,0",24249,"100,0",93077,villemomble
Agriculteurs exploitants,0,"0,0",0,"0,0",0,"0,0",93077,villemomble
"Artisans, commerçants, chefs d'entreprise",760,"3,4",844,"3,6",872,"3,6",93077,villemomble
Cadres et professions intellectuelles supérieures,2923,"13,0",3169,"13,4",3647,"15,0",93077,villemomble
Professions intermédiaires,3787,"16,8",4215,"17,8",4247,"17,5",93077,villemomble
Employés,4144,"18,4",4428,"18,7",4006,"16,5",93077,villemomble
Ouvriers,2351,"10,4",2180,"9,2",2401,"9,9",93077,villemomble
Retraités,4762,"21,1",5021,"21,2",4425,"18,2",93077,villemomble
Autres personnes sans activité professionnelle,3795,"16,9",3837,"16,2",4650,"19,2",93077,villemomble
Ensemble,27604,"100,0",27833,"100,0",29089,"100,0",93078,villepinte
Agriculteurs exploitants,0,"0,0",0,"0,0",0,"0,0",93078,villepinte
"Artisans, commerçants, chefs d'entreprise",710,"2,6",797,"2,9",896,"3,1",93078,villepinte
Cadres et professions intellectuelles supérieures,1448,"5,2",1512,"5,4",1540,"5,3",93078,villepinte
Professions intermédiaires,4441,"16,1",3800,"13,7",4136,"14,2",93078,villepinte
Employés,6061,"22,0",6148,"22,1",6130,"21,1",93078,villepinte
Ouvriers,4222,"15,3",4046,"14,5",3999,"13,7",93078,villepinte
Retraités,4261,"15,4",4590,"16,5",4253,"14,6",93078,villepinte
Autres personnes sans activité professionnelle,6461,"23,4",6941,"24,9",8136,"28,0",93078,villepinte
Ensemble,35703,"100,0",35587,"100,0",36835,"100,0",94002,alfortville
Agriculteurs exploitants,2,"0,0",4,"0,0",0,"0,0",94002,alfortville
"Artisans, commerçants, chefs d'entreprise",1045,"2,9",1076,"3,0",1224,"3,3",94002,alfortville
Cadres et professions intellectuelles supérieures,4312,"12,1",5380,"15,1",6168,"16,7",94002,alfortville
Professions intermédiaires,6127,"17,2",6413,"18,0",6275,"17,0",94002,alfortville
Employés,7368,"20,6",7040,"19,8",6286,"17,1",94002,alfortville
Ouvriers,4246,"11,9",3651,"10,3",3282,"8,9",94002,alfortville
Retraités,6363,"17,8",6050,"17,0",6821,"18,5",94002,alfortville
Autres personnes sans activité professionnelle,6240,"17,5",5973,"16,8",6779,"18,4",94002,alfortville
Ensemble,16091,"100,0",17187,"100,0",17757,"100,0",94003,arcueil
Agriculteurs exploitants,0,"0,0",0,"0,0",0,"0,0",94003,arcueil
"Artisans, commerçants, chefs d'entreprise",417,"2,6",443,"2,6",439,"2,5",94003,arcueil
Cadres et professions intellectuelles supérieures,2499,"15,5",3221,"18,7",3735,"21,0",94003,arcueil
Professions intermédiaires,2614,"16,2",2813,"16,4",2856,"16,1",94003,arcueil
Employés,3190,"19,8",3059,"17,8",2989,"16,8",94003,arcueil
Ouvriers,1526,"9,5",1381,"8,0",1302,"7,3",94003,arcueil
Retraités,3093,"19,2",3140,"18,3",2908,"16,4",94003,arcueil
Autres personnes sans activité professionnelle,2751,"17,1",3129,"18,2",3528,"19,9",94003,arcueil
Ensemble,22935,"100,0",24939,"100,0",25095,"100,0",94016,cachan
Agriculteurs exploitants,0,"0,0",0,"0,0",4,"0,0",94016,cachan
"Artisans, commerçants, chefs d'entreprise",452,"2,0",508,"2,0",576,"2,3",94016,cachan
Cadres et professions intellectuelles supérieures,4332,"18,9",4993,"20,0",5504,"21,9",94016,cachan
Professions intermédiaires,3910,"17,0",3607,"14,5",3625,"14,4",94016,cachan
Employés,3624,"15,8",3717,"14,9",3514,"14,0",94016,cachan
Ouvriers,1463,"6,4",1518,"6,1",1328,"5,3",94016,cachan
Retraités,5112,"22,3",4777,"19,2",4289,"17,1",94016,cachan
Autres personnes sans activité professionnelle,4043,"17,6",5818,"23,3",6256,"24,9",94016,cachan
Ensemble,59347,"100,0",60215,"100,0",61628,"100,0",94017,champigny-sur-marne
Agriculteurs exploitants,12,"0,0",7,"0,0",4,"0,0",94017,champigny-sur-marne
"Artisans, commerçants, chefs d'entreprise",1698,"2,9",1884,"3,1",2064,"3,3",94017,champigny-sur-marne
Cadres et professions intellectuelles supérieures,5699,"9,6",5807,"9,6",6848,"11,1",94017,champigny-sur-marne
Professions intermédiaires,9425,"15,9",9850,"16,4",9499,"15,4",94017,champigny-sur-marne
Employés,12632,"21,3",12569,"20,9",11525,"18,7",94017,champigny-sur-marne
Ouvriers,7883,"13,3",7023,"11,7",6775,"11,0",94017,champigny-sur-marne
Retraités,11223,"18,9",11737,"19,5",11510,"18,7",94017,champigny-sur-marne
Autres personnes sans activité professionnelle,10775,"18,2",11339,"18,8",13403,"21,7",94017,champigny-sur-marne
Ensemble,23699,"100,0",24934,"100,0",24021,"100,0",94018,charenton-le-pont
Agriculteurs exploitants,7,"0,0",0,"0,0",0,"0,0",94018,charenton-le-pont
"Artisans, commerçants, chefs d'entreprise",801,"3,4",879,"3,5",916,"3,8",94018,charenton-le-pont
Cadres et professions intellectuelles supérieures,5496,"23,2",6141,"24,6",6326,"26,3",94018,charenton-le-pont
Professions intermédiaires,4525,"19,1",4604,"18,5",4363,"18,2",94018,charenton-le-pont
Employés,3724,"15,7",3522,"14,1",2975,"12,4",94018,charenton-le-pont
Ouvriers,1104,"4,7",1157,"4,6",800,"3,3",94018,charenton-le-pont
Retraités,4564,"19,3",4757,"19,1",4755,"19,8",94018,charenton-le-pont
Autres personnes sans activité professionnelle,3477,"14,7",3873,"15,5",3885,"16,2",94018,charenton-le-pont
Ensemble,14915,"100,0",15201,"100,0",16282,"100,0",94021,chevilly-larue
Agriculteurs exploitants,4,"0,0",0,"0,0",0,"0,0",94021,chevilly-larue
"Artisans, commerçants, chefs d'entreprise",417,"2,8",419,"2,8",431,"2,6",94021,chevilly-larue
Cadres et professions intellectuelles supérieures,1496,"10,0",1420,"9,3",1792,"11,0",94021,chevilly-larue
Professions intermédiaires,2688,"18,0",2754,"18,1",2467,"15,1",94021,chevilly-larue
Employés,3209,"21,5",3370,"22,2",3159,"19,4",94021,chevilly-larue
Ouvriers,1639,"11,0",1690,"11,1",1977,"12,1",94021,chevilly-larue
Retraités,3015,"20,2",2901,"19,1",3367,"20,7",94021,chevilly-larue
Autres personnes sans activité professionnelle,2447,"16,4",2647,"17,4",3090,"19,0",94021,chevilly-larue
Ensemble,32268,"100,0",34423,"100,0",37022,"100,0",94022,choisy-le-roi
Agriculteurs exploitants,0,"0,0",0,"0,0",0,"0,0",94022,choisy-le-roi
"Artisans, commerçants, chefs d'entreprise",838,"2,6",1006,"2,9",1259,"3,4",94022,choisy-le-roi
Cadres et professions intellectuelles supérieures,3195,"9,9",4223,"12,3",4582,"12,4",94022,choisy-le-roi
Professions intermédiaires,5864,"18,2",6286,"18,3",5881,"15,9",94022,choisy-le-roi
Employés,6686,"20,7",7238,"21,0",7027,"19,0",94022,choisy-le-roi
Ouvriers,4392,"13,6",3992,"11,6",4388,"11,9",94022,choisy-le-roi
Retraités,5993,"18,6",5863,"17,0",5974,"16,1",94022,choisy-le-roi
Autres personnes sans activité professionnelle,5298,"16,4",5816,"16,9",7911,"21,4",94022,choisy-le-roi
Ensemble,70754,"100,0",71335,"100,0",73691,"100,0",94028,creteil
Agriculteurs exploitants,4,"0,0",0,"0,0",8,"0,0",94028,creteil
"Artisans, commerçants, chefs d'entreprise",2031,"2,9",1919,"2,7",2114,"2,9",94028,creteil
Cadres et professions intellectuelles supérieures,7645,"10,8",8344,"11,7",9269,"12,6",94028,creteil
Professions intermédiaires,11708,"16,5",12224,"17,1",12191,"16,5",94028,creteil
Employés,15934,"22,5",15512,"21,7",15224,"20,7",94028,creteil
Ouvriers,6923,"9,8",6353,"8,9",6585,"8,9",94028,creteil
Retraités,12339,"17,4",13035,"18,3",12980,"17,6",94028,creteil
Autres personnes sans activité professionnelle,14170,"20,0",13948,"19,6",15320,"20,8",94028,creteil
Ensemble,42229,"100,0",42798,"100,0",41929,"100,0",94033,fontenay-sous-bois
Agriculteurs exploitants,4,"0,0",1,"0,0",0,"0,0",94033,fontenay-sous-bois
"Artisans, commerçants, chefs d'entreprise",1119,"2,6",1281,"3,0",1406,"3,4",94033,fontenay-sous-bois
Cadres et professions intellectuelles supérieures,7123,"16,9",7910,"18,5",8841,"21,1",94033,fontenay-sous-bois
Professions intermédiaires,7330,"17,4",7265,"17,0",6880,"16,4",94033,fontenay-sous-bois
Employés,8078,"19,1",7378,"17,2",6585,"15,7",94033,fontenay-sous-bois
Ouvriers,3474,"8,2",3506,"8,2",2851,"6,8",94033,fontenay-sous-bois
Retraités,8546,"20,2",8605,"20,1",8504,"20,3",94033,fontenay-sous-bois
Autres personnes sans activité professionnelle,6556,"15,5",6851,"16,0",6861,"16,4",94033,fontenay-sous-bois
Ensemble,21590,"100,0",22012,"100,0",22958,"100,0",94034,fresnes
Agriculteurs exploitants,0,"0,0",1,"0,0",3,"0,0",94034,fresnes
"Artisans, commerçants, chefs d'entreprise",395,"1,8",393,"1,8",468,"2,0",94034,fresnes
Cadres et professions intellectuelles supérieures,2645,"12,3",2905,"13,2",3040,"13,2",94034,fresnes
Professions intermédiaires,3793,"17,6",3772,"17,1",3722,"16,2",94034,fresnes
Employés,4127,"19,1",4220,"19,2",4415,"19,2",94034,fresnes
Ouvriers,1900,"8,8",1747,"7,9",1593,"6,9",94034,fresnes
Retraités,3532,"16,4",3833,"17,4",3583,"15,6",94034,fresnes
Autres personnes sans activité professionnelle,5199,"24,1",5141,"23,4",6133,"26,7",94034,fresnes
Ensemble,24324,"100,0",24793,"100,0",24702,"100,0",94038,l-hay-les-roses
Agriculteurs exploitants,1,"0,0",0,"0,0",0,"0,0",94038,l-hay-les-roses
"Artisans, commerçants, chefs d'entreprise",590,"2,4",576,"2,3",722,"2,9",94038,l-hay-les-roses
Cadres et professions intellectuelles supérieures,3883,"16,0",3909,"15,8",3805,"15,4",94038,l-hay-les-roses
Professions intermédiaires,3930,"16,2",3995,"16,1",3698,"15,0",94038,l-hay-les-roses
Employés,4170,"17,1",4128,"16,6",4144,"16,8",94038,l-hay-les-roses
Ouvriers,1997,"8,2",1892,"7,6",2024,"8,2",94038,l-hay-les-roses
Retraités,5959,"24,5",6149,"24,8",5542,"22,4",94038,l-hay-les-roses
Autres personnes sans activité professionnelle,3793,"15,6",4144,"16,7",4767,"19,3",94038,l-hay-les-roses
Ensemble,47290,"100,0",48755,"100,0",52047,"100,0",94041,ivry-sur-seine
Agriculteurs exploitants,8,"0,0",0,"0,0",6,"0,0",94041,ivry-sur-seine
"Artisans, commerçants, chefs d'entreprise",1312,"2,8",1296,"2,7",1600,"3,1",94041,ivry-sur-seine
Cadres et professions intellectuelles supérieures,5334,"11,3",6216,"12,7",8398,"16,1",94041,ivry-sur-seine
Professions intermédiaires,7436,"15,7",7568,"15,5",7792,"15,0",94041,ivry-sur-seine
Employés,9683,"20,5",9573,"19,6",8758,"16,8",94041,ivry-sur-seine
Ouvriers,5586,"11,8",5608,"11,5",5061,"9,7",94041,ivry-sur-seine
Retraités,8961,"18,9",8515,"17,5",7368,"14,2",94041,ivry-sur-seine
Autres personnes sans activité professionnelle,8970,"19,0",9980,"20,5",13064,"25,1",94041,ivry-sur-seine
Ensemble,14742,"100,0",15531,"100,0",16501,"100,0",94042,joinville-le-pont
Agriculteurs exploitants,11,"0,1",0,"0,0",0,"0,0",94042,joinville-le-pont
"Artisans, commerçants, chefs d'entreprise",498,"3,4",546,"3,5",560,"3,4",94042,joinville-le-pont
Cadres et professions intellectuelles supérieures,2653,"18,0",3249,"20,9",3628,"22,0",94042,joinville-le-pont
Professions intermédiaires,2585,"17,5",2670,"17,2",2755,"16,7",94042,joinville-le-pont
Employés,2449,"16,6",2222,"14,3",2457,"14,9",94042,joinville-le-pont
Ouvriers,955,"6,5",962,"6,2",771,"4,7",94042,joinville-le-pont
Retraités,3488,"23,7",3480,"22,4",3458,"21,0",94042,joinville-le-pont
Autres personnes sans activité professionnelle,2102,"14,3",2400,"15,5",2871,"17,4",94042,joinville-le-pont
Ensemble,21102,"100,0",21004,"100,0",20332,"100,0",94043,le-kremlin-bicetre
Agriculteurs exploitants,1,"0,0",0,"0,0",0,"0,0",94043,le-kremlin-bicetre
"Artisans, commerçants, chefs d'entreprise",520,"2,5",521,"2,5",514,"2,5",94043,le-kremlin-bicetre
Cadres et professions intellectuelles supérieures,3677,"17,4",4041,"19,2",4303,"21,2",94043,le-kremlin-bicetre
Professions intermédiaires,3850,"18,2",3497,"16,6",3426,"16,8",94043,le-kremlin-bicetre
Employés,4599,"21,8",3977,"18,9",3628,"17,8",94043,le-kremlin-bicetre
Ouvriers,1405,"6,7",1582,"7,5",1152,"5,7",94043,le-kremlin-bicetre
Retraités,3290,"15,6",3397,"16,2",3382,"16,6",94043,le-kremlin-bicetre
Autres personnes sans activité professionnelle,3759,"17,8",3989,"19,0",3927,"19,3",94043,le-kremlin-bicetre
Ensemble,15658,"100,0",19528,"100,0",21283,"100,0",94044,limeil-brevannes
Agriculteurs exploitants,11,"0,1",1,"0,0",0,"0,0",94044,limeil-brevannes
"Artisans, commerçants, chefs d'entreprise",489,"3,1",547,"2,8",781,"3,7",94044,limeil-brevannes
Cadres et professions intellectuelles supérieures,1392,"8,9",1870,"9,6",2084,"9,8",94044,limeil-brevannes
Professions intermédiaires,3003,"19,2",4045,"20,7",4430,"20,8",94044,limeil-brevannes
Employés,3558,"22,7",4384,"22,4",4390,"20,6",94044,limeil-brevannes
Ouvriers,1799,"11,5",2187,"11,2",2223,"10,4",94044,limeil-brevannes
Retraités,2969,"19,0",3634,"18,6",2962,"13,9",94044,limeil-brevannes
Autres personnes sans activité professionnelle,2436,"15,6",2859,"14,6",4413,"20,7",94044,limeil-brevannes
Ensemble,44184,"100,0",45763,"100,0",48362,"100,0",94046,maisons-alfort
Agriculteurs exploitants,3,"0,0",1,"0,0",11,"0,0",94046,maisons-alfort
"Artisans, commerçants, chefs d'entreprise",1153,"2,6",1227,"2,7",1254,"2,6",94046,maisons-alfort
Cadres et professions intellectuelles supérieures,7286,"16,5",8328,"18,2",11370,"23,5",94046,maisons-alfort
Professions intermédiaires,8384,"19,0",8316,"18,2",8859,"18,3",94046,maisons-alfort
Employés,7813,"17,7",8180,"17,9",7858,"16,2",94046,maisons-alfort
Ouvriers,3577,"8,1",3039,"6,6",2460,"5,1",94046,maisons-alfort
Retraités,9692,"21,9",9937,"21,7",9514,"19,7",94046,maisons-alfort
Autres personnes sans activité professionnelle,6276,"14,2",6735,"14,7",7037,"14,6",94046,maisons-alfort
Ensemble,25852,"100,0",25982,"100,0",27557,"100,0",94052,nogent-sur-marne
Agriculteurs exploitants,15,"0,1",3,"0,0",0,"0,0",94052,nogent-sur-marne
"Artisans, commerçants, chefs d'entreprise",810,"3,1",853,"3,3",1098,"4,0",94052,nogent-sur-marne
Cadres et professions intellectuelles supérieures,6751,"26,1",7156,"27,5",7833,"28,4",94052,nogent-sur-marne
Professions intermédiaires,4631,"17,9",4164,"16,0",4308,"15,6",94052,nogent-sur-marne
Employés,3394,"13,1",3270,"12,6",3509,"12,7",94052,nogent-sur-marne
Ouvriers,1305,"5,0",990,"3,8",991,"3,6",94052,nogent-sur-marne
Retraités,5363,"20,7",6043,"23,3",5553,"20,1",94052,nogent-sur-marne
Autres personnes sans activité professionnelle,3585,"13,9",3503,"13,5",4265,"15,5",94052,nogent-sur-marne
Ensemble,16641,"100,0",17478,"100,0",18570,"100,0",94054,orly
Agriculteurs exploitants,0,"0,0",0,"0,0",0,"0,0",94054,orly
"Artisans, commerçants, chefs d'entreprise",392,"2,4",457,"2,6",522,"2,8",94054,orly
Cadres et professions intellectuelles supérieures,957,"5,7",1039,"5,9",1296,"7,0",94054,orly
Professions intermédiaires,2405,"14,5",2654,"15,2",2703,"14,6",94054,orly
Employés,3785,"22,7",4012,"23,0",4043,"21,8",94054,orly
Ouvriers,2551,"15,3",2542,"14,5",2572,"13,9",94054,orly
Retraités,3172,"19,1",3165,"18,1",3322,"17,9",94054,orly
Autres personnes sans activité professionnelle,3379,"20,3",3609,"20,7",4110,"22,1",94054,orly
Ensemble,26581,"100,0",27915,"100,0",27914,"100,0",94058,le-perreux-sur-marne
Agriculteurs exploitants,12,"0,0",0,"0,0",9,"0,0",94058,le-perreux-sur-marne
"Artisans, commerçants, chefs d'entreprise",957,"3,6",1148,"4,1",1051,"3,8",94058,le-perreux-sur-marne
Cadres et professions intellectuelles supérieures,5573,"21,0",6316,"22,6",7228,"25,9",94058,le-perreux-sur-marne
Professions intermédiaires,4937,"18,6",5029,"18,0",5027,"18,0",94058,le-perreux-sur-marne
Employés,3812,"14,3",3456,"12,4",3263,"11,7",94058,le-perreux-sur-marne
Ouvriers,1544,"5,8",1549,"5,5",1346,"4,8",94058,le-perreux-sur-marne
Retraités,6092,"22,9",6541,"23,4",6138,"22,0",94058,le-perreux-sur-marne
Autres personnes sans activité professionnelle,3653,"13,7",3876,"13,9",3852,"13,8",94058,le-perreux-sur-marne
Ensemble,15348,"100,0",16129,"100,0",16017,"100,0",94059,le-plessis-trevise
Agriculteurs exploitants,0,"0,0",10,"0,1",0,"0,0",94059,le-plessis-trevise
"Artisans, commerçants, chefs d'entreprise",653,"4,3",623,"3,9",609,"3,8",94059,le-plessis-trevise
Cadres et professions intellectuelles supérieures,1937,"12,6",2200,"13,6",2133,"13,3",94059,le-plessis-trevise
Professions intermédiaires,2797,"18,2",2764,"17,1",2838,"17,7",94059,le-plessis-trevise
